Run,Security,Year,Price,Delta,IsSplit,IsBust,Yield,AvgRateOfReturn
137,Tri-City,2,145,26,False,False,0,0.204243697478992
137,United,2,143,13,False,False,2,0.217692307692308
137,Uranium,2,122,-7,False,False,6,0.171124031007752
137,Valley Power,2,129,15,False,False,3,0.163947368421053
137,CCity Bonds,3,100,0,False,False,5,0.05
137,Growth Corp,3,149,7,False,False,1,0.152979884728425
137,Metro Prop,3,84,8,False,False,0,0.190921052631579
137,Pioneer,3,120,5,False,False,4,0.104182194616977
137,Shady,3,114,-6,False,False,0,0.0470270270270271
137,Stryker,3,33,-40,False,False,0,-0.0173492565273387
137,Tri-City,3,148,3,False,False,0,0.143059016710132
137,United,3,80,16,True,False,2,0.194079254079254
137,Uranium,3,108,-14,False,False,6,0.0922247638412336
137,Valley Power,3,133,4,False,False,3,0.127386100911193
137,CCity Bonds,4,100,0,False,False,5,0.05
137,Growth Corp,4,78,6,True,False,1,0.129835584687258
137,Metro Prop,4,88,4,False,False,0,0.155095551378446
137,Pioneer,4,123,3,False,False,4,0.0927199792960662
137,Shady,4,117,3,False,False,0,0.0418492176386914
137,Stryker,4,18,-15,False,False,0,-0.126648306031868
137,Tri-City,4,77,5,True,False,0,0.117429397667734
137,United,4,88,8,False,False,2,0.176809440559441
137,Uranium,4,100,-8,False,False,6,0.0645389432512956
137,Valley Power,4,138,5,False,False,3,0.110577169668357
137,CCity Bonds,5,100,0,False,False,5,0.05
137,Growth Corp,5,98,20,False,False,1,0.15771462159596
137,Metro Prop,5,103,15,False,False,0,0.158167350193666
137,Pioneer,5,138,15,False,False,4,0.105070292379942
137,Shady,5,124,7,False,False,0,0.0454451860767651
137,Stryker,5,80,-20,False,True,0,-0.301318644825494
137,Tri-City,5,92,15,False,False,0,0.132904557095226
137,United,5,101,13,False,False,2,0.175538461538462
137,Uranium,5,90,-10,False,False,6,0.0436311546010364
137,Valley Power,5,75,12,True,False,3,0.114548692256425
137,CCity Bonds,6,100,0,False,False,5,0.05
137,Growth Corp,6,105,7,False,False,1,0.145034293506838
137,Metro Prop,6,111,8,False,False,0,0.144751108980159
137,Pioneer,6,143,5,False,False,4,0.0984281422006767
137,Shady,6,118,-6,False,False,0,0.029806472268272
137,Stryker,6,40,-40,False,False,0,-0.334432204021245
137,Tri-City,6,95,3,False,False,0,0.116188580188051
137,United,6,117,16,False,False,2,0.175985021579081
137,Uranium,6,76,-14,False,False,6,0.0215444806860489
137,Valley Power,6,79,4,False,False,3,0.111012799102576
137,CCity Bonds,7,100,0,False,False,5,0.05
137,Growth Corp,7,128,23,False,False,1,0.156968169944636
137,Metro Prop,7,139,28,False,False,0,0.160108415161886
137,Pioneer,7,141,-2,False,False,4,0.0863649810271534
137,Shady,7,129,11,False,False,0,0.0388655960846689
137,Stryker,7,96,56,False,False,0,-0.086656174875353
137,Tri-City,7,114,19,False,False,0,0.128161640161187
137,United,7,147,30,False,False,2,0.18991634328268
137,Uranium,7,105,29,False,False,6,0.0842561714151096
137,Valley Power,7,93,14,False,False,3,0.125895238290454
137,CCity Bonds,8,100,0,False,False,5,0.05
137,Growth Corp,8,148,20,False,False,1,0.157854961201557
137,Metro Prop,8,77,15,True,False,0,0.153584071899744
137,Pioneer,8,78,15,True,False,4,0.0959594293207451
137,Shady,8,136,7,False,False,0,0.0407903423105195
137,Stryker,8,76,-20,False,False,0,-0.101865819682601
137,Tri-City,8,129,15,False,False,0,0.128588803562091
137,United,8,80,13,True,False,2,0.18063258268527
137,Uranium,8,95,-10,False,False,6,0.0689622452263161
137,Valley Power,8,105,12,False,False,3,0.130319623826728
137,CCity Bonds,9,100,0,False,False,5,0.05
137,Growth Corp,9,84,19,True,False,1,0.156832037584567
137,Metro Prop,9,101,24,False,False,0,0.171151209654029
137,Pioneer,9,95,17,False,False,4,0.115211800421859
137,Shady,9,145,9,False,False,0,0.0436110232302657
137,Stryker,9,71,-5,False,False,0,-0.0978573367938905
137,Tri-City,9,78,26,True,False,0,0.137556972675347
137,United,9,93,13,False,False,2,0.181395629053573
137,Uranium,9,88,-7,False,False,6,0.0601301828912284
137,Valley Power,9,120,15,False,False,3,0.134887284671377
137,CCity Bonds,10,100,0,False,False,5,0.05
137,Growth Corp,10,101,17,False,False,1,0.162577405254682
137,Metro Prop,10,122,21,False,False,0,0.174828167896547
137,Pioneer,10,108,13,False,False,4,0.121585357221778
137,Shady,10,143,-2,False,False,0,0.0378706105624115
137,Stryker,10,108,37,False,False,0,-0.0359589270581635
137,Tri-City,10,101,23,False,False,0,0.153288454894992
137,United,10,116,23,False,False,2,0.190137786578324
137,Uranium,10,107,19,False,False,6,0.0825262555111964
137,Valley Power,10,134,14,False,False,3,0.135565222870906
138,CCity Bonds,1,100,0,False,False,5,0.05
138,Growth Corp,1,117,17,False,False,1,0.18
138,Metro Prop,1,121,21,False,False,0,0.21
138,Pioneer,1,113,13,False,False,4,0.17
138,Shady,1,98,-2,False,False,0,-0.02
138,Stryker,1,137,37,False,False,0,0.37
138,Tri-City,1,123,23,False,False,0,0.23
138,United,1,123,23,False,False,2,0.25
138,Uranium,1,119,19,False,False,6,0.25
138,Valley Power,1,114,14,False,False,3,0.17
138,CCity Bonds,2,100,0,False,False,5,0.05
138,Growth Corp,2,124,7,False,False,1,0.124188034188034
138,Metro Prop,2,115,-6,False,False,0,0.0802066115702479
138,Pioneer,2,123,10,False,False,4,0.146946902654867
138,Shady,2,88,-10,False,False,0,-0.0610204081632653
138,Stryker,2,84,30,True,False,0,0.298138686131387
138,Tri-City,2,129,6,False,False,0,0.139390243902439
138,United,2,104,-19,False,False,2,0.0558943089430894
138,Uranium,2,141,22,False,False,6,0.242647058823529
138,Valley Power,2,112,-2,False,False,3,0.0893859649122807
138,CCity Bonds,3,100,0,False,False,5,0.05
138,Growth Corp,3,129,5,False,False,1,0.0989210550500873
138,Metro Prop,3,122,7,False,False,0,0.0737609294526291
138,Pioneer,3,122,-1,False,False,4,0.106094683070724
138,Shady,3,85,-3,False,False,0,-0.0520439084724799
138,Stryker,3,129,45,False,False,0,0.37733055265902
138,Tri-City,3,135,6,False,False,0,0.108430705237285
138,United,3,94,-10,False,False,2,0.0116218469877007
138,Uranium,3,76,10,True,False,6,0.216138228340982
138,Valley Power,3,116,4,False,False,3,0.0804239766081871
138,CCity Bonds,4,100,0,False,False,5,0.05
138,Growth Corp,4,136,7,False,False,1,0.0896946672565577
138,Metro Prop,4,116,-6,False,False,0,0.0430256151222587
138,Pioneer,4,132,10,False,False,4,0.108259536893207
138,Shady,4,75,-10,False,False,0,-0.0684446960602423
138,Stryker,4,80,30,True,False,0,0.34307543387411
138,Tri-City,4,141,6,False,False,0,0.0924341400390749
138,United,4,75,-19,False,False,2,-0.0364963807166713
138,Uranium,4,98,22,False,False,6,0.254208934413631
138,Valley Power,4,114,-2,False,False,3,0.0624731548699334
138,CCity Bonds,5,100,0,False,False,5,0.05
138,Growth Corp,5,80,23,True,False,1,0.109991027922893
138,Metro Prop,5,144,28,False,False,0,0.0826963541667725
138,Pioneer,5,130,-2,False,False,4,0.0896379325448688
138,Shady,5,86,11,False,False,0,-0.0254224235148605
138,Stryker,5,136,56,False,False,0,0.414460347099288
138,Tri-City,5,80,19,True,False,0,0.100897666641189
138,United,5,105,30,False,False,2,0.0561362287599963
138,Uranium,5,127,29,False,False,6,0.274795718959476
138,Valley Power,5,128,14,False,False,3,0.0798030852994555
138,CCity Bonds,6,100,0,False,False,5,0.05
138,Growth Corp,6,86,6,False,False,1,0.106242523269078
138,Metro Prop,6,148,4,False,False,0,0.07354325810194
138,Pioneer,6,133,3,False,False,4,0.083672636095083
138,Shady,6,89,3,False,False,0,-0.0153713994406783
138,Stryker,6,121,-15,False,False,0,0.327001269641563
138,Tri-City,6,85,5,False,False,0,0.0944980555343242
138,United,6,113,8,False,False,2,0.0626532065063461
138,Uranium,6,119,-8,False,False,6,0.22637176055022
138,Valley Power,6,133,5,False,False,3,0.0769192377495463
138,CCity Bonds,7,100,0,False,False,5,0.05
138,Growth Corp,7,97,11,False,False,1,0.110998574762199
138,Metro Prop,7,80,11,True,False,0,0.074620089956103
138,Pioneer,7,128,-5,False,False,4,0.0706452885111453
138,Shady,7,82,-7,False,False,0,-0.0244114402910469
138,Stryker,7,76,30,True,False,0,0.316886566422403
138,Tri-City,7,95,10,False,False,0,0.0978050560042106
138,United,7,102,-11,False,False,2,0.042324745905566
138,Uranium,7,101,-18,False,False,6,0.179627175309552
138,Valley Power,7,129,-4,False,False,3,0.0648566613578281
138,CCity Bonds,8,100,0,False,False,5,0.05
138,Growth Corp,8,104,7,False,False,1,0.10743303126744
138,Metro Prop,8,88,8,False,False,0,0.0777925787115902
138,Pioneer,8,133,5,False,False,4,0.0706036899472521
138,Shady,8,76,-6,False,False,0,-0.0305063517180807
138,Stryker,8,36,-40,False,False,0,0.211486271935392
138,Tri-City,8,98,3,False,False,0,0.0895267924247369
138,United,8,118,16,False,False,2,0.059092976196782
138,Uranium,8,87,-14,False,False,6,0.147272788296848
138,Valley Power,8,133,4,False,False,3,0.0635325244245337
138,CCity Bonds,9,100,0,False,False,5,0.05
138,Growth Corp,9,116,12,False,False,1,0.109384916682169
138,Metro Prop,9,102,14,False,False,0,0.0868257265315145
138,Pioneer,9,146,13,False,False,4,0.0769610076055775
138,Shady,9,86,10,False,False,0,-0.0124968740418027
138,Stryker,9,46,10,False,False,0,0.218851994806768
138,Tri-City,9,118,20,False,False,0,0.102255108005662
138,United,9,139,21,False,False,2,0.0741843404235049
138,Uranium,9,112,25,False,False,6,0.170500460606138
138,Valley Power,9,141,8,False,False,3,0.0656629958126181
138,CCity Bonds,10,100,0,False,False,5,0.05
138,Growth Corp,10,121,5,False,False,1,0.103618838807055
138,Metro Prop,10,109,7,False,False,0,0.0850058989764023
138,Pioneer,10,145,-1,False,False,4,0.0713197013655677
138,Shady,10,83,-3,False,False,0,-0.0147355587306457
138,Stryker,10,91,45,False,False,0,0.294792882282613
138,Tri-City,10,124,6,False,False,0,0.0971143429678075
138,United,10,129,-10,False,False,2,0.0610105106977012
138,Uranium,10,122,10,False,False,6,0.167736128831239
138,Valley Power,10,145,4,False,False,3,0.0640612352384484
139,CCity Bonds,1,100,0,False,False,5,0.05
139,Growth Corp,1,98,-2,False,False,1,-0.01
139,Metro Prop,1,106,6,False,False,0,0.0600000000000001
139,Pioneer,1,97,-3,False,False,4,0.01
139,Shady,1,92,-8,False,False,0,-0.08
139,Stryker,1,80,-20,False,False,0,-0.2
139,Tri-City,1,107,7,False,False,0,0.0700000000000001
139,United,1,110,10,False,False,2,0.12
139,Uranium,1,114,14,False,False,6,0.2
139,Valley Power,1,106,6,False,False,3,0.0900000000000001
139,CCity Bonds,2,100,0,False,False,5,0.05
139,Growth Corp,2,105,7,False,False,1,0.0358163265306123
139,Metro Prop,2,100,-6,False,False,0,0.0016981132075472
139,Pioneer,2,107,10,False,False,4,0.0771649484536082
139,Shady,2,82,-10,False,False,0,-0.0943478260869565
139,Stryker,2,110,30,False,False,0,0.0875
139,Tri-City,2,113,6,False,False,0,0.0630373831775701
139,United,2,91,-19,False,False,2,-0.0172727272727272
139,Uranium,2,136,22,False,False,6,0.22280701754386
139,Valley Power,2,104,-2,False,False,3,0.0497169811320756
139,CCity Bonds,3,100,0,False,False,5,0.05
139,Growth Corp,3,112,7,False,False,1,0.0492743764172336
139,Metro Prop,3,108,8,False,False,0,0.0277987421383648
139,Pioneer,3,112,5,False,False,4,0.0794806821466422
139,Shady,3,76,-6,False,False,0,-0.0872887946270767
139,Stryker,3,70,-40,False,False,0,-0.0628787878787879
139,Tri-City,3,116,3,False,False,0,0.050874479640504
139,United,3,107,16,False,False,2,0.0544189144189144
139,Uranium,3,122,-14,False,False,6,0.128930168558652
139,Valley Power,3,108,4,False,False,3,0.0555805515239478
139,CCity Bonds,4,100,0,False,False,5,0.05
139,Growth Corp,4,119,7,False,False,1,0.054812925170068
139,Metro Prop,4,102,-6,False,False,0,0.00696016771488472
139,Pioneer,4,122,10,False,False,4,0.0908605116099817
139,Shady,4,66,-10,False,False,0,-0.0983613328124128
139,Stryker,4,100,30,False,False,0,0.0599837662337663
139,Tri-City,4,122,6,False,False,0,0.0510868942131366
139,United,4,88,-19,False,False,2,0.00109455964596153
139,Uranium,4,144,22,False,False,6,0.154074675599317
139,Valley Power,4,106,-2,False,False,3,0.0440002284577757
139,CCity Bonds,5,100,0,False,False,5,0.05
139,Growth Corp,5,130,11,False,False,1,0.0640184073629452
139,Metro Prop,5,120,18,False,False,0,0.0408622518189666
139,Pioneer,5,136,14,False,False,4,0.102196606009297
139,Shady,5,77,11,False,False,0,-0.0453557329165969
139,Stryker,5,84,67,True,False,0,0.183987012987013
139,Tri-City,5,137,15,False,False,0,0.0654596793049355
139,United,5,110,22,False,False,2,0.0554211022622238
139,Uranium,5,81,18,True,False,6,0.16492640714612
139,Valley Power,5,119,13,False,False,3,0.0653888620115036
139,CCity Bonds,6,100,0,False,False,5,0.05
139,Growth Corp,6,139,9,False,False,1,0.0661691856229671
139,Metro Prop,6,130,10,False,False,0,0.0479407654046944
139,Pioneer,6,143,7,False,False,4,0.0986442304979434
139,Shady,6,72,-5,False,False,0,-0.0486189549196749
139,Stryker,6,64,-20,False,False,0,0.113639971139971
139,Tri-City,6,149,12,False,False,0,0.0691482729000983
139,United,6,131,21,False,False,2,0.0810327367336713
139,Uranium,6,99,18,False,False,6,0.186821388671149
139,Valley Power,6,126,7,False,False,3,0.068496320583816
139,CCity Bonds,7,100,0,False,False,5,0.05
139,Growth Corp,7,75,11,True,False,1,0.0700771847991312
139,Metro Prop,7,148,18,False,False,0,0.060872304412815
139,Pioneer,7,79,14,True,False,4,0.107529220546689
139,Shady,7,83,11,False,False,0,-0.0198479931057531
139,Stryker,7,131,67,False,False,0,0.246959260977118
139,Tri-City,7,82,15,True,False,0,0.0736515397628839
139,United,7,77,22,True,False,2,0.0989004700901479
139,Uranium,7,117,18,False,False,6,0.19476465349302
139,Valley Power,7,139,13,False,False,3,0.0768517214981461
139,CCity Bonds,8,100,0,False,False,5,0.05
139,Growth Corp,8,82,7,False,False,1,0.0746508700325731
139,Metro Prop,8,142,-6,False,False,0,0.0481956987936455
139,Pioneer,8,89,10,False,False,4,0.11623996671253
139,Shady,8,73,-10,False,False,0,-0.0324272349313894
139,Stryker,8,81,30,True,False,0,0.245669506026734
139,Tri-City,8,88,6,False,False,0,0.073591438755938
139,United,8,58,-19,False,False,2,0.0589405087314768
139,Uranium,8,139,22,False,False,6,0.200333601720922
139,Valley Power,8,137,-2,False,False,3,0.0681445368864174
139,CCity Bonds,9,100,0,False,False,5,0.05
139,Growth Corp,9,89,7,False,False,1,0.0771964373189268
139,Metro Prop,9,136,-6,False,False,0,0.038145785469156
139,Pioneer,9,99,10,False,False,4,0.120802567165195
139,Shady,9,63,-10,False,False,0,-0.0440449089801087
139,Stryker,9,111,30,False,False,0,0.259525157620471
139,Tri-City,9,94,6,False,False,0,0.0729903698032581
139,United,9,39,-19,False,False,2,0.0198245135084392
139,Uranium,9,81,22,True,False,6,0.206051930546495
139,Valley Power,9,135,-2,False,False,3,0.0613839516849258
139,CCity Bonds,10,100,0,False,False,5,0.05
139,Growth Corp,10,97,8,False,False,1,0.0795891531375959
139,Metro Prop,10,142,6,False,False,0,0.0387429716281227
139,Pioneer,10,103,4,False,False,4,0.116803118529484
139,Shady,10,59,-4,False,False,0,-0.0459896244313042
139,Stryker,10,76,40,True,False,0,0.270509578795361
139,Tri-City,10,102,8,False,False,0,0.0742019711208046
139,United,10,43,4,False,False,2,0.0332266775422106
139,Uranium,10,69,-12,False,False,6,0.178039330084438
139,Valley Power,10,138,3,False,False,3,0.0596900009608777
140,CCity Bonds,1,100,0,False,False,5,0.05
140,Growth Corp,1,120,20,False,False,1,0.21
140,Metro Prop,1,115,15,False,False,0,0.15
140,Pioneer,1,115,15,False,False,4,0.19
140,Shady,1,107,7,False,False,0,0.0700000000000001
140,Stryker,1,80,-20,False,False,0,-0.2
140,Tri-City,1,115,15,False,False,0,0.15
140,United,1,113,13,False,False,2,0.15
140,Uranium,1,90,-10,False,False,6,-0.04
140,Valley Power,1,112,12,False,False,3,0.15
140,CCity Bonds,2,100,0,False,False,5,0.05
140,Growth Corp,2,128,8,False,False,1,0.1425
140,Metro Prop,2,121,6,False,False,0,0.101086956521739
140,Pioneer,2,119,4,False,False,4,0.129782608695652
140,Shady,2,103,-4,False,False,0,0.0163084112149533
140,Stryker,2,120,40,False,False,0,0.15
140,Tri-City,2,123,8,False,False,0,0.109782608695652
140,United,2,117,4,False,False,2,0.101548672566372
140,Uranium,2,78,-12,False,False,6,-0.0533333333333333
140,Valley Power,2,115,3,False,False,3,0.101785714285714
140,CCity Bonds,3,100,0,False,False,5,0.05
140,Growth Corp,3,146,18,False,False,1,0.144479166666667
140,Metro Prop,3,144,23,False,False,0,0.130752185890526
140,Pioneer,3,130,11,False,False,4,0.128538545853124
140,Shady,3,115,12,False,False,0,0.0497072255996129
140,Stryker,3,83,46,True,False,0,0.227777777777778
140,Tri-City,3,141,18,False,False,0,0.121968893601979
140,United,3,112,-5,False,False,2,0.0591521064972392
140,Uranium,3,112,34,False,False,6,0.135384615384615
140,Valley Power,3,130,15,False,False,3,0.120031055900621
140,CCity Bonds,4,100,0,False,False,5,0.05
140,Growth Corp,4,86,26,True,False,1,0.156304580479452
140,Metro Prop,4,80,16,True,False,0,0.125841917195672
140,Pioneer,4,78,25,True,False,4,0.161788524774458
140,Shady,4,123,8,False,False,0,0.0546717235475357
140,Stryker,4,69,-14,False,False,0,0.128664658634538
140,Tri-City,4,81,21,True,False,0,0.128710712754676
140,United,4,126,14,False,False,2,0.0800783655872151
140,Uranium,4,108,-4,False,False,6,0.106002747252747
140,Valley Power,4,147,17,False,False,3,0.128484830387004
140,CCity Bonds,5,100,0,False,False,5,0.05
140,Growth Corp,5,95,9,False,False,1,0.14829947833705
140,Metro Prop,5,90,10,False,False,0,0.125673533756538
140,Pioneer,5,85,7,False,False,4,0.157635948024695
140,Shady,5,118,-5,False,False,0,0.0356072975372156
140,Stryker,5,49,-20,False,False,0,0.0449607124148769
140,Tri-City,5,93,12,False,False,0,0.132598199833371
140,United,5,147,21,False,False,2,0.100570628977709
140,Uranium,5,126,18,False,False,6,0.129246642246642
140,Valley Power,5,77,7,True,False,3,0.120474939139535
140,CCity Bonds,6,100,0,False,False,5,0.05
140,Growth Corp,6,103,8,False,False,1,0.139372372298419
140,Metro Prop,6,96,6,False,False,0,0.115839055908226
140,Pioneer,6,89,4,False,False,4,0.147049564530383
140,Shady,6,114,-4,False,False,0,0.0240230304335554
140,Stryker,6,89,40,False,False,0,0.173521682114438
140,Tri-City,6,101,8,False,False,0,0.124835417423866
140,United,6,76,4,True,False,2,0.0940129391140769
140,Uranium,6,114,-12,False,False,6,0.0997690272690273
140,Valley Power,6,80,3,False,False,3,0.113382795603292
140,CCity Bonds,7,100,0,False,False,5,0.05
140,Growth Corp,7,114,11,False,False,1,0.136105584022778
140,Metro Prop,7,114,18,False,False,0,0.126076333635622
140,Pioneer,7,103,14,False,False,4,0.154934939741933
140,Shady,7,125,11,False,False,0,0.0343756300959297
140,Stryker,7,78,67,True,False,0,0.256277011635811
140,Tri-City,7,116,15,False,False,0,0.128218193718335
140,United,7,98,22,False,False,2,0.125695301195525
140,Uranium,7,132,18,False,False,6,0.115591497057662
140,Valley Power,7,93,13,False,False,3,0.125756681945679
140,CCity Bonds,8,100,0,False,False,5,0.05
140,Growth Corp,8,127,13,False,False,1,0.134443263212913
140,Metro Prop,8,145,31,False,False,0,0.144308020001345
140,Pioneer,8,104,1,False,False,4,0.14163603343924
140,Shady,8,139,14,False,False,0,0.0440786763339385
140,Stryker,8,67,-11,False,False,0,0.206614180053129
140,Tri-City,8,134,18,False,False,0,0.131587471227681
140,United,8,116,18,False,False,2,0.135493592627717
140,Uranium,8,118,-14,False,False,6,0.0935668023496971
140,Valley Power,8,103,10,False,False,3,0.127510214982039
140,CCity Bonds,9,100,0,False,False,5,0.05
140,Growth Corp,9,139,12,False,False,1,0.130878701158635
140,Metro Prop,9,80,14,True,False,0,0.139768048430314
140,Pioneer,9,117,13,False,False,4,0.144061089552829
140,Shady,9,149,10,False,False,0,0.0471746507460748
140,Stryker,9,77,10,False,False,0,0.200240796863146
140,Tri-City,9,77,20,True,False,0,0.133550389018304
140,United,9,137,21,False,False,2,0.142469400343411
140,Uranium,9,143,25,False,False,6,0.112360698133817
140,Valley Power,9,111,8,False,False,3,0.125208648484574
140,CCity Bonds,10,100,0,False,False,5,0.05
140,Growth Corp,10,145,6,False,False,1,0.122826802265793
140,Metro Prop,10,84,4,False,False,0,0.130791243587283
140,Pioneer,10,120,3,False,False,4,0.135637886580452
140,Shady,10,76,3,True,False,0,0.0444706084902593
140,Stryker,10,62,-15,False,False,0,0.160736197696312
140,Tri-City,10,82,5,False,False,0,0.12668885660998
140,United,10,145,8,False,False,2,0.135521730382063
140,Uranium,10,135,-8,False,False,6,0.0997260269218342
140,Valley Power,10,116,5,False,False,3,0.119894990843324
141,CCity Bonds,1,100,0,False,False,5,0.05
141,Growth Corp,1,119,19,False,False,1,0.2
141,Metro Prop,1,124,24,False,False,0,0.24
141,Pioneer,1,117,17,False,False,4,0.21
141,Shady,1,109,9,False,False,0,0.0900000000000001
141,Stryker,1,95,-5,False,False,0,-0.05
141,Tri-City,1,126,26,False,False,0,0.26
141,United,1,113,13,False,False,2,0.15
141,Uranium,1,93,-7,False,False,6,-0.01
141,Valley Power,1,115,15,False,False,3,0.18
141,CCity Bonds,2,100,0,False,False,5,0.05
141,Growth Corp,2,128,9,False,False,1,0.142016806722689
141,Metro Prop,2,134,10,False,False,0,0.160322580645161
141,Pioneer,2,124,7,False,False,4,0.152008547008547
141,Shady,2,104,-5,False,False,0,0.0220642201834863
141,Stryker,2,75,-20,False,False,0,-0.130263157894737
141,Tri-City,2,138,12,False,False,0,0.177619047619048
141,United,2,134,21,False,False,2,0.176769911504425
141,Uranium,2,111,18,False,False,6,0.124032258064516
141,Valley Power,2,122,7,False,False,3,0.133478260869565
141,CCity Bonds,3,100,0,False,False,5,0.05
141,Growth Corp,3,135,7,False,False,1,0.115511204481793
141,Metro Prop,3,128,-6,False,False,0,0.0919563472957791
141,Pioneer,3,134,10,False,False,4,0.138973439941182
141,Shady,3,94,-10,False,False,0,-0.0173418019289578
141,Stryker,3,105,30,False,False,0,0.0464912280701754
141,Tri-City,3,144,6,False,False,0,0.132905452035887
141,United,3,115,-19,False,False,2,0.0755580504556862
141,Uranium,3,133,22,False,False,6,0.166772256127095
141,Valley Power,3,120,-2,False,False,3,0.0917177476835352
141,CCity Bonds,4,100,0,False,False,5,0.05
141,Growth Corp,4,142,7,False,False,1,0.101448218176159
141,Metro Prop,4,122,-6,False,False,0,0.0572485104718344
141,Pioneer,4,144,10,False,False,4,0.130349482940961
141,Shady,4,84,-10,False,False,0,-0.0396020961275695
141,Stryker,4,135,30,False,False,0,0.106296992481203
141,Tri-City,4,75,6,True,False,0,0.110095755693582
141,United,4,96,-19,False,False,2,0.0197120161026342
141,Uranium,4,78,22,True,False,6,0.190868665779532
141,Valley Power,4,118,-2,False,False,3,0.0708716440959847
141,CCity Bonds,5,100,0,False,False,5,0.05
141,Growth Corp,5,75,8,True,False,1,0.095243081583181
141,Metro Prop,5,128,6,False,False,0,0.055634873951238
141,Pioneer,5,148,4,False,False,4,0.11539069746388
141,Shady,5,80,-4,False,False,0,-0.0412054864258651
141,Stryker,5,88,40,True,False,0,0.145778334725703
141,Tri-City,5,83,8,False,False,0,0.109409937888199
141,United,5,100,4,False,False,2,0.0282696128821073
141,Uranium,5,66,-12,False,False,6,0.13731031723901
141,Valley Power,5,121,3,False,False,3,0.0668668068022115
141,CCity Bonds,6,100,0,False,False,5,0.05
141,Growth Corp,6,80,5,False,False,1,0.0927025679859842
141,Metro Prop,6,135,7,False,False,0,0.0554769782926983
141,Pioneer,6,147,-1,False,False,4,0.0995372929316117
141,Shady,6,77,-3,False,False,0,-0.0405879053548876
141,Stryker,6,133,45,False,False,0,0.206709218332025
141,Tri-City,6,89,6,False,False,0,0.10322314101125
141,United,6,90,-10,False,False,2,0.0102246774017561
141,Uranium,6,76,10,False,False,6,0.154829304769882
141,Valley Power,6,125,4,False,False,3,0.0653642122800799
141,CCity Bonds,7,100,0,False,False,5,0.05
141,Growth Corp,7,88,8,False,False,1,0.095530772559415
141,Metro Prop,7,141,6,False,False,0,0.0539009020286621
141,Pioneer,7,76,4,True,False,4,0.09795130453419
141,Shady,7,73,-4,False,False,0,-0.0422107834396254
141,Stryker,7,87,40,True,False,0,0.221217998097697
141,Tri-City,7,97,8,False,False,0,0.10131806950242
141,United,7,94,4,False,False,2,0.0182878187253148
141,Uranium,7,64,-12,False,False,6,0.121432637171177
141,Valley Power,7,128,3,False,False,3,0.0628836105257827
141,CCity Bonds,8,100,0,False,False,5,0.05
141,Growth Corp,8,100,12,False,False,1,0.102055335080397
141,Metro Prop,8,78,14,True,False,0,0.0604611616155048
141,Pioneer,8,89,13,False,False,4,0.113667917783206
141,Shady,8,83,10,False,False,0,-0.0198111478384393
141,Stryker,8,97,10,False,False,0,0.207933564427439
141,Tri-City,8,117,20,False,False,0,0.114426506690906
141,United,8,115,21,False,False,2,0.0465869477676292
141,Uranium,8,89,25,False,False,6,0.16680043252478
141,Valley Power,8,136,8,False,False,3,0.0657653467100599
141,CCity Bonds,9,100,0,False,False,5,0.05
141,Growth Corp,9,108,8,False,False,1,0.100715853404798
141,Metro Prop,9,84,6,False,False,0,0.0622902633163462
141,Pioneer,9,93,4,False,False,4,0.11102566474612
141,Shady,9,79,-4,False,False,0,-0.022964661532428
141,Stryker,9,137,40,False,False,0,0.230648849937792
141,Tri-City,9,125,8,False,False,0,0.109309791322591
141,United,9,119,4,False,False,2,0.0472077216871679
141,Uranium,9,77,-12,False,False,6,0.140776414429018
141,Valley Power,9,139,3,False,False,3,0.0633600467488114
141,CCity Bonds,10,100,0,False,False,5,0.05
141,Growth Corp,10,119,11,False,False,1,0.101755379175429
141,Metro Prop,10,102,18,False,False,0,0.077489808413283
141,Pioneer,10,107,14,False,False,4,0.119277936981186
141,Shady,10,90,11,False,False,0,-0.00674414474627377
141,Stryker,10,102,67,True,False,0,0.256489074433064
141,Tri-City,10,140,15,False,False,0,0.110378812190332
141,United,10,141,22,False,False,2,0.0626550167453419
141,Uranium,10,95,18,False,False,6,0.157867604154947
141,Valley Power,10,76,13,True,False,3,0.0706931068221317
142,CCity Bonds,1,100,0,False,False,5,0.05
142,Growth Corp,1,108,8,False,False,1,0.0900000000000001
142,Metro Prop,1,106,6,False,False,0,0.0600000000000001
142,Pioneer,1,104,4,False,False,4,0.0800000000000001
142,Shady,1,96,-4,False,False,0,-0.04
142,Stryker,1,140,40,False,False,0,0.4
142,Tri-City,1,108,8,False,False,0,0.0800000000000001
142,United,1,104,4,False,False,2,0.0600000000000001
142,Uranium,1,88,-12,False,False,6,-0.0600000000000001
142,Valley Power,1,103,3,False,False,3,0.0600000000000001
142,CCity Bonds,2,100,0,False,False,5,0.05
142,Growth Corp,2,121,13,False,False,1,0.109814814814815
142,Metro Prop,2,137,31,False,False,0,0.17622641509434
142,Pioneer,2,105,1,False,False,4,0.0640384615384616
142,Shady,2,110,14,False,False,0,0.0529166666666666
142,Stryker,2,129,-11,False,False,0,0.160714285714286
142,Tri-City,2,126,18,False,False,0,0.123333333333333
142,United,2,122,18,False,False,2,0.126153846153846
142,Uranium,2,74,-14,False,False,6,-0.0754545454545455
142,Valley Power,2,113,10,False,False,3,0.0931067961165049
142,CCity Bonds,3,100,0,False,False,5,0.05
